donorID,predicted_proba,contact_flag
D130839,0.98706704,MAIL
D123812,0.8693399,DO_NOT_MAIL
D126411,0.18144542,DO_NOT_MAIL
D133285,0.008060299,DO_NOT_MAIL
D110236,0.90379035,DO_NOT_MAIL
D135824,0.010343073,DO_NOT_MAIL
D140771,0.0037317437,DO_NOT_MAIL
D133346,0.101200074,DO_NOT_MAIL
D116486,0.88879144,DO_NOT_MAIL
D139555,0.060808912,DO_NOT_MAIL
D128431,0.92532676,DO_NOT_MAIL
D124289,0.82409686,DO_NOT_MAIL
D125643,0.024013547,DO_NOT_MAIL
D108536,0.9535937,MAIL
D121828,0.6240543,DO_NOT_MAIL
D123973,0.6076529,DO_NOT_MAIL
D101438,0.90179396,DO_NOT_MAIL
D101379,0.5243425,DO_NOT_MAIL
D142924,0.0020528897,DO_NOT_MAIL
D108215,0.8472271,DO_NOT_MAIL
D103016,0.3127211,DO_NOT_MAIL
D101156,0.2649107,DO_NOT_MAIL
D111667,0.98706704,MAIL
D112883,0.96470815,MAIL
D117632,0.028185785,DO_NOT_MAIL
D134480,0.84869266,DO_NOT_MAIL
D118619,0.80390793,DO_NOT_MAIL
D141064,0.33377028,DO_NOT_MAIL
D107391,0.96707946,MAIL
D121865,0.80330753,DO_NOT_MAIL
D109148,0.9685309,MAIL
D117570,0.96551836,MAIL
D118419,0.053000357,DO_NOT_MAIL
D128788,0.22687677,DO_NOT_MAIL
D119820,0.016068928,DO_NOT_MAIL
D124266,0.010119248,DO_NOT_MAIL
D133196,0.058544625,DO_NOT_MAIL
D131830,0.6640927,DO_NOT_MAIL
D127352,0.9737379,MAIL
D134920,0.8809452,DO_NOT_MAIL
D135614,0.08430607,DO_NOT_MAIL
D130365,0.82004774,DO_NOT_MAIL
D143063,0.07825035,DO_NOT_MAIL
D125929,0.9550682,MAIL
D119754,0.12264625,DO_NOT_MAIL
D124275,0.7304995,DO_NOT_MAIL
D133569,0.19306861,DO_NOT_MAIL
D116478,0.03209127,DO_NOT_MAIL
D111123,0.9725478,MAIL
D102121,0.9930816,MAIL
D102990,0.94288254,DO_NOT_MAIL
D134093,0.6913615,DO_NOT_MAIL
D123322,0.8093756,DO_NOT_MAIL
D122362,0.9498495,DO_NOT_MAIL
D114506,0.9792458,MAIL
D108745,0.72434723,DO_NOT_MAIL
D132976,0.029831305,DO_NOT_MAIL
D104107,0.9039037,DO_NOT_MAIL
D119418,0.9358564,DO_NOT_MAIL
D110273,0.9441003,DO_NOT_MAIL
D128439,0.8538114,DO_NOT_MAIL
D130112,0.93474895,DO_NOT_MAIL
D139940,0.4470941,DO_NOT_MAIL
D140636,0.19825207,DO_NOT_MAIL
D128741,0.51633567,DO_NOT_MAIL
D141995,0.06688926,DO_NOT_MAIL
D124794,0.9508744,DO_NOT_MAIL
D124120,0.9725478,MAIL
D142176,0.02914476,DO_NOT_MAIL
D130743,0.34627643,DO_NOT_MAIL
D102528,0.00060060533,DO_NOT_MAIL
D101435,0.88336307,DO_NOT_MAIL
D104440,0.96483654,MAIL
D120255,0.9720347,MAIL
D128442,0.88336307,DO_NOT_MAIL
D100709,0.017255548,DO_NOT_MAIL
D129588,0.66958344,DO_NOT_MAIL
D127631,0.10054645,DO_NOT_MAIL
D136351,0.9923178,MAIL
D105942,0.13706997,DO_NOT_MAIL
D107967,0.98580605,MAIL
D130960,0.8852851,DO_NOT_MAIL
D107389,0.9658472,MAIL
D118797,0.85991716,DO_NOT_MAIL
D110906,0.98068994,MAIL
D139502,0.04749933,DO_NOT_MAIL
D113876,0.5925024,DO_NOT_MAIL
D143668,0.0042298157,DO_NOT_MAIL
D137679,0.8572925,DO_NOT_MAIL
D122015,0.88971186,DO_NOT_MAIL
D142260,0.2588248,DO_NOT_MAIL
D133138,0.9681373,MAIL
D100237,0.0015843675,DO_NOT_MAIL
D104112,0.8809452,DO_NOT_MAIL
D125338,0.9908025,MAIL
D134905,0.97908825,MAIL
D119478,0.961997,MAIL
D134263,0.9718807,MAIL
D109062,0.005784685,DO_NOT_MAIL
D114123,0.9259016,DO_NOT_MAIL
D113672,0.92038023,DO_NOT_MAIL
D135687,0.02861527,DO_NOT_MAIL
D105949,0.95690113,MAIL
D118945,0.9433685,DO_NOT_MAIL
D138024,0.8877379,DO_NOT_MAIL
D102010,0.843054,DO_NOT_MAIL
D101677,0.7861124,DO_NOT_MAIL
D135042,0.97234666,MAIL
D130737,0.9271437,DO_NOT_MAIL
D118657,0.82409686,DO_NOT_MAIL
D123063,0.22208008,DO_NOT_MAIL
D105793,0.59551984,DO_NOT_MAIL
D130398,0.009289076,DO_NOT_MAIL
D105542,0.86922854,DO_NOT_MAIL
D130584,0.96470815,MAIL
D116163,0.79660517,DO_NOT_MAIL
D117848,0.9544166,MAIL
D119852,0.81474036,DO_NOT_MAIL
D116846,0.027022285,DO_NOT_MAIL
D127758,0.9535937,MAIL
D133969,0.19910465,DO_NOT_MAIL
D120530,0.94650215,DO_NOT_MAIL
D108255,0.72434723,DO_NOT_MAIL
D115156,0.9629351,MAIL
D121107,0.86922854,DO_NOT_MAIL
D124998,0.8434482,DO_NOT_MAIL
D127274,0.70336944,DO_NOT_MAIL
D108653,0.9508744,DO_NOT_MAIL
D123057,0.9329747,DO_NOT_MAIL
D116310,0.9349788,DO_NOT_MAIL
D114318,0.98287404,MAIL
D108936,0.00404468,DO_NOT_MAIL
D117489,0.96617204,MAIL
D116645,0.6690531,DO_NOT_MAIL
D119258,0.027734641,DO_NOT_MAIL
D117536,0.000614462,DO_NOT_MAIL
D134644,0.6545905,DO_NOT_MAIL
D125549,0.86117154,DO_NOT_MAIL
D130562,0.15714344,DO_NOT_MAIL
D134265,0.98721606,MAIL
D110860,0.6545905,DO_NOT_MAIL
D121160,0.6690531,DO_NOT_MAIL
D128952,0.20155025,DO_NOT_MAIL
D123134,0.81654066,DO_NOT_MAIL
D128816,0.7304995,DO_NOT_MAIL
D141701,0.02789217,DO_NOT_MAIL
D139845,0.032785006,DO_NOT_MAIL
D125162,0.92517406,DO_NOT_MAIL
D120546,0.91089255,DO_NOT_MAIL
D119378,0.97441304,MAIL
D116724,0.020191908,DO_NOT_MAIL
D102734,0.93806165,DO_NOT_MAIL
D117370,0.9866388,MAIL
D123988,0.7755612,DO_NOT_MAIL
D136141,0.67464757,DO_NOT_MAIL
D138952,0.112890504,DO_NOT_MAIL
D138816,0.03230294,DO_NOT_MAIL
D100917,0.8881307,DO_NOT_MAIL
D107626,0.992207,MAIL
D130374,0.9118403,DO_NOT_MAIL
D120852,0.25449836,DO_NOT_MAIL
D133386,0.41828743,DO_NOT_MAIL
D141422,0.011337861,DO_NOT_MAIL
D106113,0.0011579242,DO_NOT_MAIL
D120236,0.8576082,DO_NOT_MAIL
D131304,0.3817256,DO_NOT_MAIL
D121055,0.87722886,DO_NOT_MAIL
D128338,0.008193914,DO_NOT_MAIL
D138571,0.8423268,DO_NOT_MAIL
D136074,0.98014534,MAIL
D100211,0.3921568,DO_NOT_MAIL
D119363,0.18545556,DO_NOT_MAIL
D126823,0.6690531,DO_NOT_MAIL
D120781,0.80955744,DO_NOT_MAIL
D122085,0.94245774,DO_NOT_MAIL
D142487,0.5147701,DO_NOT_MAIL
D120068,0.1316431,DO_NOT_MAIL
D128979,0.9698342,MAIL
D106081,0.8731543,DO_NOT_MAIL
D126641,0.15706371,DO_NOT_MAIL
D112112,0.88723224,DO_NOT_MAIL
D123559,0.14069733,DO_NOT_MAIL
D128781,0.85204154,DO_NOT_MAIL
D102020,0.9918596,MAIL
D142570,0.107753076,DO_NOT_MAIL
D136469,0.80330753,DO_NOT_MAIL
D131687,0.88879144,DO_NOT_MAIL
D140853,0.14840254,DO_NOT_MAIL
D136337,0.73969823,DO_NOT_MAIL
D115807,0.3817256,DO_NOT_MAIL
D128087,0.8987183,DO_NOT_MAIL
D106816,0.85608035,DO_NOT_MAIL
D141055,0.7472389,DO_NOT_MAIL
D102032,0.74183184,DO_NOT_MAIL
D114478,0.9737379,MAIL
D113851,0.9881572,MAIL
D105992,0.9932921,MAIL
D102793,0.78161925,DO_NOT_MAIL
D124558,0.97019583,MAIL
D108872,0.9901883,MAIL
D129723,0.5943451,DO_NOT_MAIL
D120638,0.8809452,DO_NOT_MAIL
D115118,0.012578268,DO_NOT_MAIL
D105865,0.8555243,DO_NOT_MAIL
D136481,0.9092488,DO_NOT_MAIL
D110974,0.81131417,DO_NOT_MAIL
D134122,0.97152454,MAIL
D130454,0.90379035,DO_NOT_MAIL
D124990,0.56385654,DO_NOT_MAIL
D103543,0.96659976,MAIL
D128081,0.8167604,DO_NOT_MAIL
D143978,0.81211776,DO_NOT_MAIL
D139706,0.062767945,DO_NOT_MAIL
D136134,0.96004707,MAIL
D144489,0.9347862,DO_NOT_MAIL
D111457,0.99243426,MAIL
D140119,0.016320135,DO_NOT_MAIL
D107084,0.0014162887,DO_NOT_MAIL
D123408,0.01845051,DO_NOT_MAIL
D100846,0.9811509,MAIL
D133191,0.85204154,DO_NOT_MAIL
D113295,0.9581196,MAIL
D121960,0.10006731,DO_NOT_MAIL
D122784,0.3245731,DO_NOT_MAIL
D133831,0.90179396,DO_NOT_MAIL
D107781,0.9491667,DO_NOT_MAIL
D105034,0.23132357,DO_NOT_MAIL
D119961,0.961997,MAIL
D114235,0.84848046,DO_NOT_MAIL
D137719,0.9588186,MAIL
D135400,0.049655955,DO_NOT_MAIL
D133618,0.009513594,DO_NOT_MAIL
D139996,0.9552671,MAIL
D119059,0.465827,DO_NOT_MAIL
D118278,0.8881307,DO_NOT_MAIL
D126712,0.92561907,DO_NOT_MAIL
D111878,0.036604166,DO_NOT_MAIL
D126072,0.5467436,DO_NOT_MAIL
D140604,0.9750455,MAIL
D136057,0.0039542164,DO_NOT_MAIL
D118511,0.96828955,MAIL
D132071,0.22687677,DO_NOT_MAIL
D136213,0.73145485,DO_NOT_MAIL
D103304,0.010455451,DO_NOT_MAIL
D127821,0.67124647,DO_NOT_MAIL
D127108,0.9433685,DO_NOT_MAIL
D140789,0.19272336,DO_NOT_MAIL
D111440,0.00059329043,DO_NOT_MAIL
D126060,0.0051241517,DO_NOT_MAIL
D116741,0.9349788,DO_NOT_MAIL
D102335,0.016393235,DO_NOT_MAIL
D134580,0.80390793,DO_NOT_MAIL
D107125,0.026120424,DO_NOT_MAIL
D129526,0.99396163,MAIL
D111362,0.9883456,MAIL
D109043,0.97166663,MAIL
D114472,0.0018454909,DO_NOT_MAIL
D142196,0.6355024,DO_NOT_MAIL
D114261,0.86922854,DO_NOT_MAIL
D121372,0.7286865,DO_NOT_MAIL
D124340,0.9720426,MAIL
D110461,0.085681126,DO_NOT_MAIL
D139838,0.0021212546,DO_NOT_MAIL
D120731,0.8907074,DO_NOT_MAIL
D114601,0.9588186,MAIL
D121474,0.96223414,MAIL
D127897,0.03632596,DO_NOT_MAIL
D102463,0.004085683,DO_NOT_MAIL
D103852,0.67464757,DO_NOT_MAIL
D124449,0.0046493425,DO_NOT_MAIL
D144596,0.0027907398,DO_NOT_MAIL
D121273,0.02270517,DO_NOT_MAIL
D135182,0.93806165,DO_NOT_MAIL
D104378,0.002782855,DO_NOT_MAIL
D112811,0.9662585,MAIL
D126019,0.0006067846,DO_NOT_MAIL
D138147,0.9859094,MAIL
D124232,0.34544462,DO_NOT_MAIL
D136500,0.023820627,DO_NOT_MAIL
D112565,0.4123244,DO_NOT_MAIL
D142189,0.003885853,DO_NOT_MAIL
D128245,0.29494688,DO_NOT_MAIL
D133579,0.81654066,DO_NOT_MAIL
D132250,0.009125469,DO_NOT_MAIL
D134833,0.120710626,DO_NOT_MAIL
D140124,0.0027042287,DO_NOT_MAIL
D133744,0.12871142,DO_NOT_MAIL
D116512,0.97040623,MAIL
D116229,0.64658415,DO_NOT_MAIL
D104182,0.13890257,DO_NOT_MAIL
D120313,0.93909353,DO_NOT_MAIL
D130244,0.90379035,DO_NOT_MAIL
D105219,0.74183184,DO_NOT_MAIL
D112924,0.7677933,DO_NOT_MAIL
D126965,0.9675739,MAIL
D140240,0.018570539,DO_NOT_MAIL
D110174,0.50061613,DO_NOT_MAIL
D110003,0.14601552,DO_NOT_MAIL
D136854,0.11473766,DO_NOT_MAIL
D126437,0.95284855,MAIL
D144672,0.05762617,DO_NOT_MAIL
D134392,0.026772562,DO_NOT_MAIL
D105329,0.971221,MAIL
D134116,0.8961919,DO_NOT_MAIL
D117131,0.15777744,DO_NOT_MAIL
D144562,0.83729506,DO_NOT_MAIL
D128386,0.5943451,DO_NOT_MAIL
D102290,0.12464643,DO_NOT_MAIL
D112687,0.014283693,DO_NOT_MAIL
D141997,0.9132189,DO_NOT_MAIL
D118652,0.7717613,DO_NOT_MAIL
D136678,0.00011192502,DO_NOT_MAIL
D118951,0.54785824,DO_NOT_MAIL
D113795,0.7059747,DO_NOT_MAIL
D117295,0.0006475118,DO_NOT_MAIL
D140941,0.9964637,MAIL
D129831,0.97699124,MAIL
D108236,0.97298795,MAIL
D132072,0.0032668654,DO_NOT_MAIL
D126868,0.9463768,DO_NOT_MAIL
D122207,0.45127925,DO_NOT_MAIL
D109186,0.5207225,DO_NOT_MAIL
D116394,0.8968021,DO_NOT_MAIL
D142064,0.0014394246,DO_NOT_MAIL
D114724,0.29273427,DO_NOT_MAIL
D138763,0.12018019,DO_NOT_MAIL
D142091,0.0033386583,DO_NOT_MAIL
D105719,0.87192446,DO_NOT_MAIL
D122825,0.9441003,DO_NOT_MAIL
D144589,0.048632868,DO_NOT_MAIL
D115583,0.8427521,DO_NOT_MAIL
D123526,0.15554129,DO_NOT_MAIL
D117937,0.89545536,DO_NOT_MAIL
D112793,0.5139931,DO_NOT_MAIL
D113811,0.90447336,DO_NOT_MAIL
D134990,0.9450459,DO_NOT_MAIL
D112119,0.9062348,DO_NOT_MAIL
D116419,0.7969786,DO_NOT_MAIL
D133991,0.9685836,MAIL
D143355,4.3832573e-05,DO_NOT_MAIL
D116290,0.96176934,MAIL
D141228,0.037367634,DO_NOT_MAIL
D130918,0.5925024,DO_NOT_MAIL
D120984,0.88794583,DO_NOT_MAIL
D119890,0.9358564,DO_NOT_MAIL
D121087,0.7946732,DO_NOT_MAIL
D119103,0.5086931,DO_NOT_MAIL
D131168,0.040067654,DO_NOT_MAIL
D125876,0.8400703,DO_NOT_MAIL
D123328,0.9332782,DO_NOT_MAIL
D129143,0.18843642,DO_NOT_MAIL
D106248,0.9777964,MAIL
D110103,0.36268032,DO_NOT_MAIL
D133620,0.5943451,DO_NOT_MAIL
D110879,0.6106876,DO_NOT_MAIL
D102444,0.025724573,DO_NOT_MAIL
D120750,0.78538567,DO_NOT_MAIL
D108810,0.97037226,MAIL
D144168,0.12984297,DO_NOT_MAIL
D109471,0.006146991,DO_NOT_MAIL
D121180,0.977738,MAIL
D114714,0.6690531,DO_NOT_MAIL
D123461,0.7287747,DO_NOT_MAIL
D102191,0.97532654,MAIL
D107196,0.97124714,MAIL
D104917,0.7819923,DO_NOT_MAIL
D126806,0.17858757,DO_NOT_MAIL
D135600,0.0031990588,DO_NOT_MAIL
D122676,0.83729506,DO_NOT_MAIL
D141109,0.24675032,DO_NOT_MAIL
D123613,0.8852851,DO_NOT_MAIL
D142504,0.074204065,DO_NOT_MAIL
D125825,0.15808265,DO_NOT_MAIL
D115638,0.8810793,DO_NOT_MAIL
D100014,0.8332882,DO_NOT_MAIL
D103653,0.992894,MAIL
D109224,0.977445,MAIL
D131089,0.06370165,DO_NOT_MAIL
D104656,0.96996504,MAIL
D118773,0.657778,DO_NOT_MAIL
D110771,0.5943451,DO_NOT_MAIL
D117624,0.010936858,DO_NOT_MAIL
D133832,0.1970186,DO_NOT_MAIL
D113808,0.71599865,DO_NOT_MAIL
D114564,0.8167604,DO_NOT_MAIL
D108140,0.992718,MAIL
D112401,0.50760186,DO_NOT_MAIL
D109434,0.8284378,DO_NOT_MAIL
D124442,0.95227355,MAIL
D113332,0.611114,DO_NOT_MAIL
D121098,0.56299716,DO_NOT_MAIL
D127023,0.00233286,DO_NOT_MAIL
D138594,0.014196036,DO_NOT_MAIL
D133068,0.056927007,DO_NOT_MAIL
D126884,0.10315595,DO_NOT_MAIL
D118185,0.96828955,MAIL
D135988,0.9914619,MAIL
D143717,0.0030004792,DO_NOT_MAIL
D100330,0.9401205,DO_NOT_MAIL
D114273,0.31718108,DO_NOT_MAIL
D112570,0.8338734,DO_NOT_MAIL
D131095,0.0020364434,DO_NOT_MAIL
D139595,0.32193866,DO_NOT_MAIL
D128799,0.22373451,DO_NOT_MAIL
D116033,0.43296874,DO_NOT_MAIL
D117371,0.9545625,MAIL
D103736,0.8472271,DO_NOT_MAIL
D111830,0.97524184,MAIL
D111561,0.068294875,DO_NOT_MAIL
D141407,0.022208128,DO_NOT_MAIL
D118436,0.8427521,DO_NOT_MAIL
D142662,0.16126,DO_NOT_MAIL
D142861,0.09185883,DO_NOT_MAIL
D119674,0.97521484,MAIL
D122360,0.93909353,DO_NOT_MAIL
D104910,0.9398558,DO_NOT_MAIL
D143984,0.0048046927,DO_NOT_MAIL
D121864,0.881872,DO_NOT_MAIL
D112569,0.9584709,MAIL
D105987,0.000129401,DO_NOT_MAIL
D109466,0.47305262,DO_NOT_MAIL
D108591,0.96483654,MAIL
D124779,0.95799845,MAIL
D136495,0.8961919,DO_NOT_MAIL
D126544,0.0151020475,DO_NOT_MAIL
D125810,0.50407225,DO_NOT_MAIL
D137313,0.96551836,MAIL
D134096,0.9329747,DO_NOT_MAIL
D128370,0.0066417987,DO_NOT_MAIL
D104457,0.018536652,DO_NOT_MAIL
D119923,0.6913615,DO_NOT_MAIL
D138870,0.23011614,DO_NOT_MAIL
D123878,0.08529028,DO_NOT_MAIL
D137007,0.5925024,DO_NOT_MAIL
D108245,0.9329747,DO_NOT_MAIL
D133294,0.011586206,DO_NOT_MAIL
D114606,0.977009,MAIL
D115736,0.87721014,DO_NOT_MAIL
D122732,0.95227355,MAIL
D122092,0.94440866,DO_NOT_MAIL
D124991,0.6609002,DO_NOT_MAIL
D137974,0.0466045,DO_NOT_MAIL
D110077,0.9869741,MAIL
D105850,0.016119285,DO_NOT_MAIL
D137706,0.2394468,DO_NOT_MAIL
D123126,0.9642926,MAIL
D126188,0.9349788,DO_NOT_MAIL
D137068,0.25449836,DO_NOT_MAIL
D138739,0.049355585,DO_NOT_MAIL
D105294,0.80627024,DO_NOT_MAIL
D119715,0.06678069,DO_NOT_MAIL
D134936,0.9508744,DO_NOT_MAIL
D127892,0.3238702,DO_NOT_MAIL
D128791,0.8167604,DO_NOT_MAIL
D105328,0.96004707,MAIL
D105415,0.94260883,DO_NOT_MAIL
D143651,0.009695525,DO_NOT_MAIL
D124535,0.11403376,DO_NOT_MAIL
D124411,0.6547513,DO_NOT_MAIL
D143861,0.00014447654,DO_NOT_MAIL
D102338,0.0054738205,DO_NOT_MAIL
D107423,0.9415254,DO_NOT_MAIL
D110448,0.99122953,MAIL
D108472,0.90447336,DO_NOT_MAIL
D129383,0.56299716,DO_NOT_MAIL
D109532,0.4507605,DO_NOT_MAIL
D138841,0.47382605,DO_NOT_MAIL
D100559,0.70989704,DO_NOT_MAIL
D133734,0.20147735,DO_NOT_MAIL
D138935,0.012274778,DO_NOT_MAIL
D130243,0.83081913,DO_NOT_MAIL
D107276,0.82066286,DO_NOT_MAIL
D113623,0.54785824,DO_NOT_MAIL
D142691,0.012604085,DO_NOT_MAIL
D141534,0.3429265,DO_NOT_MAIL
D132295,0.16438407,DO_NOT_MAIL
D132160,0.023761073,DO_NOT_MAIL
D134764,0.9796536,MAIL
D117939,0.96558905,MAIL
D127311,0.9662585,MAIL
D142159,0.11183501,DO_NOT_MAIL
D113144,0.47305262,DO_NOT_MAIL
D107354,0.81131417,DO_NOT_MAIL
D144664,0.007458571,DO_NOT_MAIL
D138582,0.031616118,DO_NOT_MAIL
D128965,0.00034214108,DO_NOT_MAIL
D108722,0.8989707,DO_NOT_MAIL
D133928,0.9750787,MAIL
D100913,0.8165528,DO_NOT_MAIL
D126747,0.056656387,DO_NOT_MAIL
D141123,0.0023277425,DO_NOT_MAIL
D135205,0.98479754,MAIL
D120398,0.8809452,DO_NOT_MAIL
D118277,0.36268032,DO_NOT_MAIL
D100294,0.15507984,DO_NOT_MAIL
D120992,0.9654538,MAIL
D131850,0.0009259802,DO_NOT_MAIL
D130020,0.16261218,DO_NOT_MAIL
D122544,0.9642926,MAIL
D102343,0.0081622265,DO_NOT_MAIL
D113087,0.6818403,DO_NOT_MAIL
D114666,0.99193174,MAIL
D106618,0.6547513,DO_NOT_MAIL
D142090,0.3800593,DO_NOT_MAIL
D133453,0.05892333,DO_NOT_MAIL
D108805,0.96617204,MAIL
D133764,0.29273427,DO_NOT_MAIL
D137922,0.043051757,DO_NOT_MAIL
D100704,0.9685836,MAIL
D138737,0.97282684,MAIL
D121619,0.029238204,DO_NOT_MAIL
D102562,0.94440866,DO_NOT_MAIL
D127127,0.015158259,DO_NOT_MAIL
D136112,0.21565557,DO_NOT_MAIL
D137883,0.0026172851,DO_NOT_MAIL
D120036,0.8399911,DO_NOT_MAIL
D129188,0.97152454,MAIL
D101161,0.88971186,DO_NOT_MAIL
D132680,0.06935264,DO_NOT_MAIL
D109001,0.22687677,DO_NOT_MAIL
D143066,0.48233336,DO_NOT_MAIL
D138336,0.70130634,DO_NOT_MAIL
D141072,0.004588492,DO_NOT_MAIL
D132082,0.0020372218,DO_NOT_MAIL
D138459,0.3904507,DO_NOT_MAIL
D101347,0.6900686,DO_NOT_MAIL
D125247,0.018848296,DO_NOT_MAIL
D105544,0.941746,DO_NOT_MAIL
D141675,0.014268729,DO_NOT_MAIL
D110480,0.9009107,DO_NOT_MAIL
D132314,0.8019762,DO_NOT_MAIL
D103972,0.3127211,DO_NOT_MAIL
D104369,0.96659976,MAIL
D141730,0.025123985,DO_NOT_MAIL
D116243,0.9747672,MAIL
D111764,0.00019967924,DO_NOT_MAIL
D129107,0.0010089331,DO_NOT_MAIL
D102812,0.59110993,DO_NOT_MAIL
D102025,0.11800947,DO_NOT_MAIL
D120863,0.9583937,MAIL
D133622,0.9934676,MAIL
D144014,0.22802556,DO_NOT_MAIL
D106143,0.9724357,MAIL
D114629,0.29273427,DO_NOT_MAIL
D116540,0.8726598,DO_NOT_MAIL
D103826,0.17218222,DO_NOT_MAIL
D124374,0.36268032,DO_NOT_MAIL
D108048,0.9658472,MAIL
D121974,0.9334319,DO_NOT_MAIL
D133613,0.32172993,DO_NOT_MAIL
D122274,0.73969823,DO_NOT_MAIL
D115406,0.8447092,DO_NOT_MAIL
D115044,0.954501,MAIL
D107518,0.9788836,MAIL
D128427,0.53967404,DO_NOT_MAIL
D126492,0.9415254,DO_NOT_MAIL
D124924,0.9274354,DO_NOT_MAIL
D125574,0.9838995,MAIL
D120357,0.98580605,MAIL
D117657,0.97866356,MAIL
D114287,0.0023637312,DO_NOT_MAIL
D102644,0.8852851,DO_NOT_MAIL
D132594,0.93909353,DO_NOT_MAIL
D132992,0.037978098,DO_NOT_MAIL
D136369,0.87722886,DO_NOT_MAIL
D120566,0.99176425,MAIL
D117398,0.11358605,DO_NOT_MAIL
D117479,0.9927463,MAIL
D139078,0.18360181,DO_NOT_MAIL
D104806,0.78538567,DO_NOT_MAIL
D143595,0.0012953177,DO_NOT_MAIL
D122137,0.62193674,DO_NOT_MAIL
D142768,0.026746558,DO_NOT_MAIL
D142486,0.003580488,DO_NOT_MAIL
D112961,0.013661031,DO_NOT_MAIL
D122177,0.4504381,DO_NOT_MAIL
D119544,0.0003470064,DO_NOT_MAIL
D139161,0.1137588,DO_NOT_MAIL
D105755,0.6725385,DO_NOT_MAIL
D128738,0.8638606,DO_NOT_MAIL
D136414,0.9763776,MAIL
D121356,0.9788836,MAIL
D143590,0.03235814,DO_NOT_MAIL
D128652,0.9701361,MAIL
D105340,0.06934111,DO_NOT_MAIL
D101484,0.061996114,DO_NOT_MAIL
D137860,0.01069167,DO_NOT_MAIL
D118874,0.992718,MAIL
D115347,0.9731653,MAIL
D102818,0.95693064,MAIL
D102860,0.0597648,DO_NOT_MAIL
D132693,0.7332227,DO_NOT_MAIL
D139747,0.08244487,DO_NOT_MAIL
D120138,0.86922854,DO_NOT_MAIL
D117586,0.93025255,DO_NOT_MAIL
D123843,0.8846277,DO_NOT_MAIL
D124770,0.17386483,DO_NOT_MAIL
D125319,0.54785824,DO_NOT_MAIL
D134803,0.69809425,DO_NOT_MAIL
D135293,0.2948334,DO_NOT_MAIL
D104019,0.8881598,DO_NOT_MAIL
D129933,0.82409686,DO_NOT_MAIL
D130368,0.29777914,DO_NOT_MAIL
D103270,0.47305262,DO_NOT_MAIL
D137105,0.87599576,DO_NOT_MAIL
D111322,0.83081913,DO_NOT_MAIL
D109213,0.7684628,DO_NOT_MAIL
D117911,0.6690531,DO_NOT_MAIL
D109857,0.9714092,MAIL
D105491,0.11093576,DO_NOT_MAIL
D139313,0.17729138,DO_NOT_MAIL
D127804,0.85991716,DO_NOT_MAIL
D119994,0.8087358,DO_NOT_MAIL
D100329,0.84869266,DO_NOT_MAIL
D132275,0.3924832,DO_NOT_MAIL
D111405,0.79437804,DO_NOT_MAIL
D116170,0.9720347,MAIL
D132281,0.107271485,DO_NOT_MAIL
D130417,0.9672093,MAIL
D112219,0.9009107,DO_NOT_MAIL
D122106,0.9519325,DO_NOT_MAIL
D124242,0.41000232,DO_NOT_MAIL
D112254,0.9588186,MAIL
D103212,0.0651749,DO_NOT_MAIL
D135573,0.31513086,DO_NOT_MAIL
D103618,0.437095,DO_NOT_MAIL
D129969,0.99189115,MAIL
D114645,0.8415551,DO_NOT_MAIL
D143376,0.9135672,DO_NOT_MAIL
D127968,0.10920528,DO_NOT_MAIL
D120743,0.93474895,DO_NOT_MAIL
D132650,0.12193734,DO_NOT_MAIL
D120390,0.9549817,MAIL
D103450,0.9672093,MAIL
D120089,0.85608035,DO_NOT_MAIL
D100269,0.0008747748,DO_NOT_MAIL
D130212,0.83081913,DO_NOT_MAIL
D133413,0.976698,MAIL
D128528,0.92679274,DO_NOT_MAIL
D142652,0.08473053,DO_NOT_MAIL
D140016,0.038172312,DO_NOT_MAIL
D135007,0.29273427,DO_NOT_MAIL
D117134,0.8916998,DO_NOT_MAIL
D144648,0.014344681,DO_NOT_MAIL
D107825,0.9675739,MAIL
D125599,0.7969786,DO_NOT_MAIL
D135703,0.13451114,DO_NOT_MAIL
D125478,0.09532483,DO_NOT_MAIL
D106556,0.69809425,DO_NOT_MAIL
D101875,0.0178619,DO_NOT_MAIL
D131250,0.94473964,DO_NOT_MAIL
D144516,0.39691636,DO_NOT_MAIL
D143458,0.008466969,DO_NOT_MAIL
D139162,0.023720326,DO_NOT_MAIL
D117323,0.92521757,DO_NOT_MAIL
D118106,0.021108333,DO_NOT_MAIL
D115953,0.019217836,DO_NOT_MAIL
D136370,0.61999637,DO_NOT_MAIL
D114172,0.9768689,MAIL
D111560,0.92517406,DO_NOT_MAIL
D102237,0.056790985,DO_NOT_MAIL
D125133,0.961119,MAIL
D136013,0.9258597,DO_NOT_MAIL
D131544,0.98464113,MAIL
D122480,0.9906378,MAIL
D103495,0.9554237,MAIL
D120064,0.6240543,DO_NOT_MAIL
D129558,0.7677933,DO_NOT_MAIL
D105725,0.87599576,DO_NOT_MAIL
D117552,0.0013533855,DO_NOT_MAIL
D119831,0.068173684,DO_NOT_MAIL
D108121,0.8054332,DO_NOT_MAIL
D127745,0.8611976,DO_NOT_MAIL
D125126,0.97373116,MAIL
D134577,0.0008816427,DO_NOT_MAIL
D102230,0.15268284,DO_NOT_MAIL
D100748,0.96500885,MAIL
D125654,0.9658472,MAIL
D113503,0.18478192,DO_NOT_MAIL
D102333,4.6878384e-05,DO_NOT_MAIL
